case:concept:name,concept:name,time:timestamp
Case 716,check ticket,2023-09-19 19:55:38
Case 1017,register request,2023-09-19 19:55:43
Case 717,examine thoroughly,2023-09-19 19:55:43
Case 1018,register request,2023-09-19 19:55:48
Case 718,examine casually,2023-09-19 19:55:48
Case 1019,register request,2023-09-19 19:55:53
Case 719,examine casually,2023-09-19 19:55:53
Case 1020,register request,2023-09-19 19:55:58
Case 720,check ticket,2023-09-19 19:55:58
Case 1021,register request,2023-09-19 19:56:03
Case 721,check ticket,2023-09-19 19:56:03
Case 1022,register request,2023-09-19 19:56:08
Case 722,examine casually,2023-09-19 19:56:08
Case 1023,register request,2023-09-19 19:56:13
Case 723,check ticket,2023-09-19 19:56:13
Case 1024,register request,2023-09-19 19:56:18
Case 724,examine casually,2023-09-19 19:56:18
Case 1025,register request,2023-09-19 19:56:23
Case 725,check ticket,2023-09-19 19:56:23
Case 1026,register request,2023-09-19 19:56:28
Case 726,check ticket,2023-09-19 19:56:28
Case 1027,register request,2023-09-19 19:56:33
Case 727,check ticket,2023-09-19 19:56:33
Case 1028,register request,2023-09-19 19:56:38
Case 728,examine casually,2023-09-19 19:56:38
Case 1029,register request,2023-09-19 19:56:43
Case 729,check ticket,2023-09-19 19:56:43
Case 1030,register request,2023-09-19 19:56:48
Case 730,examine casually,2023-09-19 19:56:48
Case 1031,register request,2023-09-19 19:56:53
Case 731,examine casually,2023-09-19 19:56:53
Case 1032,register request,2023-09-19 19:56:58
Case 732,check ticket,2023-09-19 19:56:58
Case 1033,register request,2023-09-19 19:57:03
Case 733,examine casually,2023-09-19 19:57:03
Case 1034,register request,2023-09-19 19:57:08
Case 734,check ticket,2023-09-19 19:57:08
Case 1035,register request,2023-09-19 19:57:13
Case 735,examine thoroughly,2023-09-19 19:57:13
Case 1036,register request,2023-09-19 19:57:18
Case 736,examine thoroughly,2023-09-19 19:57:18
Case 1037,register request,2023-09-19 19:57:23
Case 737,examine casually,2023-09-19 19:57:23
Case 1038,register request,2023-09-19 19:57:28
Case 738,examine casually,2023-09-19 19:57:28
Case 1039,register request,2023-09-19 19:57:33
Case 739,examine casually,2023-09-19 19:57:33
Case 1040,register request,2023-09-19 19:57:38
Case 740,examine casually,2023-09-19 19:57:38
Case 1041,register request,2023-09-19 19:57:43
Case 741,examine casually,2023-09-19 19:57:43
Case 1042,register request,2023-09-19 19:57:48
Case 742,examine casually,2023-09-19 19:57:48
Case 1043,register request,2023-09-19 19:57:53
Case 743,examine thoroughly,2023-09-19 19:57:53
Case 1044,register request,2023-09-19 19:57:58
Case 744,check ticket,2023-09-19 19:57:58
Case 1045,register request,2023-09-19 19:58:03
Case 745,examine casually,2023-09-19 19:58:03
Case 1046,register request,2023-09-19 19:58:08
Case 746,examine thoroughly,2023-09-19 19:58:08
Case 1047,register request,2023-09-19 19:58:13
Case 747,check ticket,2023-09-19 19:58:13
Case 1048,register request,2023-09-19 19:58:18
Case 748,examine thoroughly,2023-09-19 19:58:18
Case 1049,register request,2023-09-19 19:58:23
Case 749,examine casually,2023-09-19 19:58:23
Case 1050,register request,2023-09-19 19:58:28
Case 750,examine thoroughly,2023-09-19 19:58:28
Case 1051,register request,2023-09-19 19:58:33
Case 751,examine casually,2023-09-19 19:58:33
Case 1052,register request,2023-09-19 19:58:38
Case 752,check ticket,2023-09-19 19:58:38
Case 1053,register request,2023-09-19 19:58:43
Case 753,check ticket,2023-09-19 19:58:43
Case 1054,register request,2023-09-19 19:58:48
Case 754,check ticket,2023-09-19 19:58:48
Case 1055,register request,2023-09-19 19:58:53
Case 755,check ticket,2023-09-19 19:58:53
Case 1056,register request,2023-09-19 19:58:58
Case 756,examine casually,2023-09-19 19:58:58
Case 1057,register request,2023-09-19 19:59:03
Case 757,examine thoroughly,2023-09-19 19:59:03
Case 1058,register request,2023-09-19 19:59:08
Case 758,examine casually,2023-09-19 19:59:08
Case 1059,register request,2023-09-19 19:59:13
Case 759,examine casually,2023-09-19 19:59:13
Case 1060,register request,2023-09-19 19:59:18
Case 760,examine thoroughly,2023-09-19 19:59:18
Case 1061,register request,2023-09-19 19:59:23
Case 761,examine casually,2023-09-19 19:59:23
Case 1062,register request,2023-09-19 19:59:28
Case 762,examine thoroughly,2023-09-19 19:59:28
Case 1063,register request,2023-09-19 19:59:33
Case 763,examine thoroughly,2023-09-19 19:59:33
Case 1064,register request,2023-09-19 19:59:38
Case 764,examine casually,2023-09-19 19:59:38
Case 1065,register request,2023-09-19 19:59:43
Case 765,examine casually,2023-09-19 19:59:43
Case 1066,register request,2023-09-19 19:59:48
Case 766,examine thoroughly,2023-09-19 19:59:48
Case 1067,register request,2023-09-19 19:59:53
Case 767,check ticket,2023-09-19 19:59:53
Case 1068,register request,2023-09-19 19:59:58
Case 768,examine casually,2023-09-19 19:59:58
Case 1069,register request,2023-09-19 20:00:03
Case 769,examine casually,2023-09-19 20:00:03
Case 1070,register request,2023-09-19 20:00:08
Case 770,examine casually,2023-09-19 20:00:08
Case 1071,register request,2023-09-19 20:00:13
Case 771,examine thoroughly,2023-09-19 20:00:13
Case 1072,register request,2023-09-19 20:00:18
Case 772,examine thoroughly,2023-09-19 20:00:18
Case 1073,register request,2023-09-19 20:00:23
Case 773,check ticket,2023-09-19 20:00:23
Case 1074,register request,2023-09-19 20:00:28
Case 774,examine casually,2023-09-19 20:00:28
Case 1075,register request,2023-09-19 20:00:33
Case 775,examine thoroughly,2023-09-19 20:00:33
Case 1076,register request,2023-09-19 20:00:38
Case 776,examine thoroughly,2023-09-19 20:00:38
Case 1077,register request,2023-09-19 20:00:43
Case 777,examine thoroughly,2023-09-19 20:00:43
Case 1078,register request,2023-09-19 20:00:48
Case 778,check ticket,2023-09-19 20:00:48
Case 1079,register request,2023-09-19 20:00:53
Case 779,examine casually,2023-09-19 20:00:53
Case 1080,register request,2023-09-19 20:00:58
Case 780,examine thoroughly,2023-09-19 20:00:58
Case 1081,register request,2023-09-19 20:01:03
Case 781,examine casually,2023-09-19 20:01:03
Case 1082,register request,2023-09-19 20:01:08
Case 782,check ticket,2023-09-19 20:01:08
Case 1083,register request,2023-09-19 20:01:13
Case 783,examine casually,2023-09-19 20:01:13
Case 1084,register request,2023-09-19 20:01:18
Case 784,check ticket,2023-09-19 20:01:18
Case 1085,register request,2023-09-19 20:01:23
Case 785,check ticket,2023-09-19 20:01:23
Case 1086,register request,2023-09-19 20:01:28
Case 786,examine thoroughly,2023-09-19 20:01:28
Case 1087,register request,2023-09-19 20:01:33
Case 787,examine thoroughly,2023-09-19 20:01:33
Case 1088,register request,2023-09-19 20:01:38
Case 788,examine casually,2023-09-19 20:01:38
Case 1089,register request,2023-09-19 20:01:43
Case 789,examine thoroughly,2023-09-19 20:01:43
Case 1090,register request,2023-09-19 20:01:48
Case 790,check ticket,2023-09-19 20:01:48
Case 1091,register request,2023-09-19 20:01:53
Case 791,check ticket,2023-09-19 20:01:53
Case 1092,register request,2023-09-19 20:01:58
Case 792,check ticket,2023-09-19 20:01:58
Case 1093,register request,2023-09-19 20:02:03
Case 793,examine thoroughly,2023-09-19 20:02:03
Case 1094,register request,2023-09-19 20:02:08
Case 794,check ticket,2023-09-19 20:02:08
Case 1095,register request,2023-09-19 20:02:13
Case 795,examine casually,2023-09-19 20:02:13
Case 1096,register request,2023-09-19 20:02:18
Case 796,examine thoroughly,2023-09-19 20:02:18
Case 1097,register request,2023-09-19 20:02:23
Case 797,check ticket,2023-09-19 20:02:23
Case 1098,register request,2023-09-19 20:02:28
Case 798,examine casually,2023-09-19 20:02:28
Case 1099,register request,2023-09-19 20:02:33
Case 799,check ticket,2023-09-19 20:02:33
Case 1100,register request,2023-09-19 20:02:38
Case 800,examine thoroughly,2023-09-19 20:02:38
Case 1101,register request,2023-09-19 20:02:43
Case 1,examine thoroughly,2023-09-19 20:02:43
Case 801,examine casually,2023-09-19 20:02:43
Case 1102,register request,2023-09-19 20:02:48
Case 802,examine casually,2023-09-19 20:02:48
Case 1103,register request,2023-09-19 20:02:53
Case 3,examine casually,2023-09-19 20:02:53
Case 803,examine thoroughly,2023-09-19 20:02:53
Case 1104,register request,2023-09-19 20:02:58
Case 4,examine casually,2023-09-19 20:02:58
Case 804,examine thoroughly,2023-09-19 20:02:58
Case 1105,register request,2023-09-19 20:03:03
Case 805,examine casually,2023-09-19 20:03:03
Case 1106,register request,2023-09-19 20:03:08
Case 806,examine casually,2023-09-19 20:03:08
Case 1107,register request,2023-09-19 20:03:13
Case 807,examine casually,2023-09-19 20:03:13
Case 1108,register request,2023-09-19 20:03:18
Case 808,check ticket,2023-09-19 20:03:18
Case 1109,register request,2023-09-19 20:03:23
Case 809,check ticket,2023-09-19 20:03:23
Case 1110,register request,2023-09-19 20:03:28
Case 810,check ticket,2023-09-19 20:03:28
Case 1111,register request,2023-09-19 20:03:33
Case 811,examine thoroughly,2023-09-19 20:03:33
Case 1112,register request,2023-09-19 20:03:38
Case 12,examine thoroughly,2023-09-19 20:03:38
Case 812,check ticket,2023-09-19 20:03:38
Case 1113,register request,2023-09-19 20:03:43
Case 813,examine thoroughly,2023-09-19 20:03:43
Case 1114,register request,2023-09-19 20:03:48
Case 814,examine thoroughly,2023-09-19 20:03:48
Case 1115,register request,2023-09-19 20:03:53
Case 15,examine thoroughly,2023-09-19 20:03:53
Case 815,examine casually,2023-09-19 20:03:53
Case 1116,register request,2023-09-19 20:03:58
Case 816,check ticket,2023-09-19 20:03:58
Case 1117,register request,2023-09-19 20:04:03
Case 817,examine thoroughly,2023-09-19 20:04:03
Case 1118,register request,2023-09-19 20:04:08
Case 818,examine thoroughly,2023-09-19 20:04:08
Case 1119,register request,2023-09-19 20:04:13
Case 819,check ticket,2023-09-19 20:04:13
Case 1120,register request,2023-09-19 20:04:18
Case 820,check ticket,2023-09-19 20:04:18
Case 1121,register request,2023-09-19 20:04:23
Case 821,examine casually,2023-09-19 20:04:23
Case 1122,register request,2023-09-19 20:04:28
Case 822,examine casually,2023-09-19 20:04:28
Case 1123,register request,2023-09-19 20:04:33
Case 823,examine thoroughly,2023-09-19 20:04:33
Case 1124,register request,2023-09-19 20:04:38
Case 24,examine casually,2023-09-19 20:04:38
Case 824,examine thoroughly,2023-09-19 20:04:38
Case 1125,register request,2023-09-19 20:04:43
Case 825,examine thoroughly,2023-09-19 20:04:43
Case 1126,register request,2023-09-19 20:04:48
Case 826,examine thoroughly,2023-09-19 20:04:48
Case 1127,register request,2023-09-19 20:04:53
Case 827,examine thoroughly,2023-09-19 20:04:53
Case 1128,register request,2023-09-19 20:04:58
Case 28,examine casually,2023-09-19 20:04:58
Case 828,examine casually,2023-09-19 20:04:58
Case 1129,register request,2023-09-19 20:05:03
Case 829,examine casually,2023-09-19 20:05:03
Case 1130,register request,2023-09-19 20:05:08
Case 830,check ticket,2023-09-19 20:05:08
Case 1131,register request,2023-09-19 20:05:13
Case 831,check ticket,2023-09-19 20:05:13
Case 1132,register request,2023-09-19 20:05:18
Case 32,examine casually,2023-09-19 20:05:18
Case 832,examine thoroughly,2023-09-19 20:05:18
Case 1133,register request,2023-09-19 20:05:23
Case 33,examine casually,2023-09-19 20:05:23
Case 833,examine thoroughly,2023-09-19 20:05:23
Case 1134,register request,2023-09-19 20:05:28
Case 834,check ticket,2023-09-19 20:05:28
Case 1135,register request,2023-09-19 20:05:33
Case 835,examine casually,2023-09-19 20:05:33
Case 1136,register request,2023-09-19 20:05:38
Case 836,check ticket,2023-09-19 20:05:38
Case 1137,register request,2023-09-19 20:05:43
Case 837,examine casually,2023-09-19 20:05:43
Case 1138,register request,2023-09-19 20:05:48
Case 838,examine thoroughly,2023-09-19 20:05:48
Case 1139,register request,2023-09-19 20:05:53
Case 839,check ticket,2023-09-19 20:05:53
Case 1140,register request,2023-09-19 20:05:58
Case 840,examine casually,2023-09-19 20:05:58
Case 1141,register request,2023-09-19 20:06:03
Case 841,examine thoroughly,2023-09-19 20:06:03
Case 1142,register request,2023-09-19 20:06:08
Case 42,examine thoroughly,2023-09-19 20:06:08
Case 842,check ticket,2023-09-19 20:06:08
Case 1143,register request,2023-09-19 20:06:13
Case 843,examine casually,2023-09-19 20:06:13
Case 1144,register request,2023-09-19 20:06:18
Case 844,check ticket,2023-09-19 20:06:18
Case 1145,register request,2023-09-19 20:06:23
Case 45,examine casually,2023-09-19 20:06:23
Case 845,examine thoroughly,2023-09-19 20:06:23
Case 1146,register request,2023-09-19 20:06:28
Case 46,examine thoroughly,2023-09-19 20:06:28
Case 846,examine casually,2023-09-19 20:06:28
Case 1147,register request,2023-09-19 20:06:33
Case 47,examine thoroughly,2023-09-19 20:06:33
Case 847,examine casually,2023-09-19 20:06:33
Case 1148,register request,2023-09-19 20:06:38
Case 848,examine thoroughly,2023-09-19 20:06:38
Case 1149,register request,2023-09-19 20:06:43
Case 49,examine thoroughly,2023-09-19 20:06:43
Case 849,examine thoroughly,2023-09-19 20:06:43
Case 1150,register request,2023-09-19 20:06:48
Case 850,examine thoroughly,2023-09-19 20:06:48
Case 1151,register request,2023-09-19 20:06:53
Case 851,examine thoroughly,2023-09-19 20:06:53
Case 1152,register request,2023-09-19 20:06:58
Case 52,examine thoroughly,2023-09-19 20:06:58
Case 852,examine casually,2023-09-19 20:06:58
Case 1153,register request,2023-09-19 20:07:03
Case 53,examine casually,2023-09-19 20:07:03
Case 853,check ticket,2023-09-19 20:07:03
Case 1154,register request,2023-09-19 20:07:08
Case 54,examine thoroughly,2023-09-19 20:07:08
Case 854,examine thoroughly,2023-09-19 20:07:08
Case 1155,register request,2023-09-19 20:07:13
Case 55,examine thoroughly,2023-09-19 20:07:13
Case 855,check ticket,2023-09-19 20:07:13
Case 1156,register request,2023-09-19 20:07:18
Case 856,examine thoroughly,2023-09-19 20:07:18
Case 1157,register request,2023-09-19 20:07:23
Case 857,check ticket,2023-09-19 20:07:23
Case 1158,register request,2023-09-19 20:07:28
Case 858,examine casually,2023-09-19 20:07:28
Case 1159,register request,2023-09-19 20:07:33
Case 859,examine thoroughly,2023-09-19 20:07:33
Case 1160,register request,2023-09-19 20:07:38
Case 860,check ticket,2023-09-19 20:07:38
Case 1161,register request,2023-09-19 20:07:43
Case 861,examine casually,2023-09-19 20:07:43
Case 1162,register request,2023-09-19 20:07:48
Case 862,examine thoroughly,2023-09-19 20:07:48
Case 1163,register request,2023-09-19 20:07:53
Case 63,examine casually,2023-09-19 20:07:53
Case 863,examine thoroughly,2023-09-19 20:07:53
Case 1164,register request,2023-09-19 20:07:58
Case 864,check ticket,2023-09-19 20:07:58
Case 1165,register request,2023-09-19 20:08:03
Case 865,examine casually,2023-09-19 20:08:03
Case 1166,register request,2023-09-19 20:08:08
Case 866,examine thoroughly,2023-09-19 20:08:08
Case 1167,register request,2023-09-19 20:08:13
Case 67,examine thoroughly,2023-09-19 20:08:13
Case 867,examine thoroughly,2023-09-19 20:08:13
Case 1168,register request,2023-09-19 20:08:18
Case 68,examine thoroughly,2023-09-19 20:08:18
Case 868,examine thoroughly,2023-09-19 20:08:18
Case 1169,register request,2023-09-19 20:08:23
Case 69,examine casually,2023-09-19 20:08:23
Case 869,examine casually,2023-09-19 20:08:23
Case 1170,register request,2023-09-19 20:08:28
Case 870,check ticket,2023-09-19 20:08:28
Case 1171,register request,2023-09-19 20:08:33
Case 871,examine thoroughly,2023-09-19 20:08:33
Case 1172,register request,2023-09-19 20:08:38
Case 872,examine thoroughly,2023-09-19 20:08:38
Case 1173,register request,2023-09-19 20:08:43
Case 873,examine thoroughly,2023-09-19 20:08:43
Case 1174,register request,2023-09-19 20:08:48
Case 874,examine thoroughly,2023-09-19 20:08:48
Case 1175,register request,2023-09-19 20:08:53
